datetime,title,tag,url,kw_match
2023-11-13 20:34:48,"Florida Gov. Ron DeSantis signs legislation to sanction Iran, protect Jewish institutions",United States,https://www.thestar.com/news/world/united-states/florida-gov-ron-desantis-signs-legislation-to-sanction-iran-protect-jewish-institutions/article_fbd4e150-0b85-52ee-825d-d18171c04999.html,True
2023-11-13 19:43:00,"Canadian Israeli peace activist, who was believed to be kidnapped, now confirmed dead: consulate",Canada,https://www.thestar.com/news/canada/canadian-israeli-peace-activist-who-was-believed-to-be-kidnapped-now-confirmed-dead-consulate/article_9171c248-460a-5457-a244-ae4134e5bae2.html,True
2023-11-13 18:45:15,Detroit-area doctor grieves the loss of 20 relatives killed during Israel's war against Hamas,United States,https://www.thestar.com/news/world/united-states/detroit-area-doctor-grieves-the-loss-of-20-relatives-killed-during-israels-war-against-hamas/article_c3a58395-b75b-595c-a9ac-dcec82f417d1.html,True
2023-11-13 18:30:38,"White House hoping Biden-Xi meeting brings progress on military communications, fentanyl fight",United States,https://www.thestar.com/news/world/united-states/white-house-hoping-biden-xi-meeting-brings-progress-on-military-communications-fentanyl-fight/article_53818314-3df3-5b2b-a0c3-6e690f9600f7.html,False
2023-11-13 18:21:47,Gaza evacuees question Canada's policy for who it will help evacuate,Politics,https://www.thestar.com/politics/gaza-evacuees-question-canadas-policy-for-who-it-will-help-evacuate/article_054f550d-f9f5-5a0a-b0cf-90ec4bafbca1.html,True
2023-11-13 18:15:12,Video purports to show Israeli-Russian researcher kidnapped in Iraq,Middle East,https://www.thestar.com/news/world/middle-east/video-purports-to-show-israeli-russian-researcher-kidnapped-in-iraq/article_105b4df5-bf92-594f-a18c-b83c7bb9ca93.html,True
2023-11-13 17:31:00,Global Affairs says 10 more people with ties to Canada have managed to leave Gaza,FREE DIGITAL ACCESS,https://www.thestar.com/politics/global-affairs-says-10-more-people-with-ties-to-canada-have-managed-to-leave-gaza/article_de9c89a1-88e4-5260-b9f5-639126a4c19c.html,True
2023-11-13 17:04:00,"Montreal Jewish community won't let itself be terrorized, school spokesman says",Quebec,https://www.thestar.com/news/canada/quebec/montreal-jewish-community-wont-let-itself-be-terrorized-school-spokesman-says/article_cd593f37-8ec4-59b3-b6f5-bb50ab89e713.html,True
2023-11-13 16:28:33,Liberal MPs among Canadians in D.C. Tuesday to battle rising antisemitism,Politics,https://www.thestar.com/politics/liberal-mps-among-canadians-in-d-c-tuesday-to-battle-rising-antisemitism/article_30c280e8-61d1-5da8-8d29-2d994f247b89.html,True
2023-11-13 14:40:04,Biden honors Stanley Cup champion Vegas Golden Knights in the return of an NHL tradition,Hockey,https://www.thestar.com/sports/hockey/biden-honors-stanley-cup-champion-vegas-golden-knights-in-the-return-of-an-nhl-tradition/article_7883edbb-c24b-5aad-9cba-527849bd6db2.html,False
2023-11-13 13:27:00,Ex-leader David Cameron makes shock return to U.K. government as Rishi Sunak rolls the dice with a shakeup,Europe,https://www.thestar.com/news/world/europe/ex-leader-david-cameron-makes-shock-return-to-u-k-government-as-rishi-sunak-rolls/article_b7fb5aa5-adf0-5039-84ab-7c918bf08eed.html,False
2023-11-13 13:22:15,Michigan man pleads guilty to making violent threats against Jews,United States,https://www.thestar.com/news/world/united-states/michigan-man-pleads-guilty-to-making-violent-threats-against-jews/article_5330c84d-0f06-5e89-a1a8-fe7472daea87.html,False
2023-11-13 12:45:47,Luis Suárez is back with Uruguay's national team for World Cup qualifying games,Soccer,https://www.thestar.com/sports/soccer/luis-su-rez-is-back-with-uruguays-national-team-for-world-cup-qualifying-games/article_a14fdc6f-edd0-5442-b2ad-81583d805d63.html,False
2023-11-13 10:06:57,"US conducts airstrikes against Iran-backed groups in Syria, retaliating for attacks on US troops",United States,https://www.thestar.com/news/world/united-states/us-conducts-airstrikes-against-iran-backed-groups-in-syria-retaliating-for-attacks-on-us-troops/article_23665d12-0523-56f6-9bed-852efff777cd.html,False
2023-11-13 09:37:00,Mitch Albom spins moving Holocaust tale in ’The Little Liar’,Books,https://www.thestar.com/entertainment/books/mitch-albom-spins-moving-holocaust-tale-in-the-little-liar/article_71ae53a1-9cf9-5e1c-8ab1-f99e8c86d392.html,False
2023-11-13 09:22:00,"EU nations condemn Hamas for what they describe as use of hospitals, civilians as 'human shields'",Europe,https://www.thestar.com/news/world/europe/eu-nations-condemn-hamas-for-what-they-describe-as-use-of-hospitals-civilians-as-human/article_67453f73-f4dd-5a60-838d-f64be83d7992.html,True
2023-11-13 07:44:00,Hundreds trapped in Gaza’s largest hospital + Peter Nygard found guilty of sexual assault,Morning News Digest,https://www.thestar.com/news/morning-digest/hundreds-trapped-in-gaza-s-largest-hospital-peter-nygard-found-guilty-of-sexual-assault/article_be07e3f7-d271-5343-bf60-a00da4cd7667.html,False
2023-11-13 07:24:14,Biden's initial confidence on Israel gives way to the complexities and casualties of a brutal war,United States,https://www.thestar.com/news/world/united-states/bidens-initial-confidence-on-israel-gives-way-to-the-complexities-and-casualties-of-a-brutal/article_3a0df662-35ba-519a-820a-679801f44c40.html,True
2023-11-13 07:21:00,Military training efforts for Ukraine hit major milestones even as attention shifts to Gaza,Europe,https://www.thestar.com/news/world/europe/military-training-efforts-for-ukraine-hit-major-milestones-even-as-attention-shifts-to-gaza/article_80d69617-d18b-59d7-86f2-3e1465ea5520.html,True
2023-11-13 06:00:00,"Massacre of 1,200 feels alarmingly familiar to the world’s Jews",Contributors,https://www.thestar.com/opinion/contributors/massacre-of-1-200-feels-alarmingly-familiar-to-the-world-s-jews/article_54301086-f5b3-51cd-866a-e0d6af5ef0e4.html,False
2023-11-13 05:03:10,Tea and nickel on the agenda as Biden hosts Indonesian president,United States,https://www.thestar.com/news/world/united-states/tea-and-nickel-on-the-agenda-as-biden-hosts-indonesian-president/article_294aaafc-aa9f-5cc8-ad29-89e95151c43d.html,False
2023-11-13 04:46:47,Germany's support for Ukraine is to be 'massively expanded' next year,Europe,https://www.thestar.com/news/world/europe/germanys-support-for-ukraine-is-to-be-massively-expanded-next-year/article_d8732b63-27c5-5d90-ae1a-05e8b01545fe.html,False
2023-11-13 04:40:00,US and South Korea sharpen deterrence plans over North Korean nuclear threat,United States,https://www.thestar.com/news/world/united-states/us-and-south-korea-sharpen-deterrence-plans-over-north-korean-nuclear-threat/article_662ab373-6119-56d4-a465-fa4859afdde7.html,False
2023-11-13 03:05:00,"More than 180,000 people across France march against soaring antisemitism amid the Israel-Hamas war",Europe,https://www.thestar.com/news/world/europe/more-than-180-000-people-across-france-march-against-soaring-antisemitism-amid-the-israel-hamas/article_ec5243e8-f450-5561-9d7e-c807d9db26c1.html,True
2023-11-13 01:03:00,Heavy fighting rages near main Gaza hospital and people trapped inside say they cannot flee,Middle East,https://www.thestar.com/news/world/middle-east/heavy-fighting-rages-near-main-gaza-hospital-and-people-trapped-inside-say-they-cannot-flee/article_a080c73a-e15f-56ee-a87f-9ddaeb088bf1.html,True
2023-11-13 00:09:25,QMJHL Roundup: League-leading Drakkar hold off Foreurs for 6-3 victory,Hockey,https://www.thestar.com/sports/hockey/qmjhl-roundup-league-leading-drakkar-hold-off-foreurs-for-6-3-victory/article_85ad31b2-08dc-5a41-a57c-10b7e4daa9ca.html,False
2023-11-13 00:05:00,"For news organizations, the flood of Gaza war video is proving both illuminating and troubling",News,https://www.thestar.com/news/for-news-organizations-the-flood-of-gaza-war-video-is-proving-both-illuminating-and-troubling/article_d5e9adab-615d-5af6-b3ba-3c191b147e9d.html,True
2023-11-13 10:30:46,"Tens of thousands of pro-Palestinian, pro-Israeli protesters march through downtown Toronto in separate rallies",Gta,https://www.thestar.com/news/gta/tens-of-thousands-of-pro-palestinian-pro-israeli-protesters-march-through-downtown-toronto-in-separate/article_1622908a-2146-5c73-87ad-a89be162a962.html,True
2023-11-12 22:21:00,"GOP hopeful Chris Christie visits Israel, says the US must show solidarity in war against Hamas",Middle East,https://www.thestar.com/news/world/middle-east/gop-hopeful-chris-christie-visits-israel-says-the-us-must-show-solidarity-in-war-against/article_1cda9cee-99da-5156-995f-de6228e82057.html,True
2023-11-12 19:54:00,"Attacks by Lebanon's Hezbollah group wound 7 Israeli troops, 10 others along border with Israel",Middle East,https://www.thestar.com/news/world/middle-east/attacks-by-lebanons-hezbollah-group-wound-7-israeli-troops-10-others-along-border-with-israel/article_5042cf76-83d3-5215-b25b-41a706cd5c73.html,True
2023-11-12 19:39:01,Protesters demonstrate across Canada as Israel-Hamas war rages,Canada,https://www.thestar.com/news/canada/protesters-demonstrate-across-canada-as-israel-hamas-war-rages/article_4886b18b-5cc4-5ccc-9f59-e938d960ae8f.html,True
2023-11-12 18:59:38,NFL Inactive Report,Football,https://www.thestar.com/sports/football/nfl-inactive-report/article_fe4403b0-b0b8-5689-9605-ec3ad62e7fe9.html,False
2023-11-12 18:56:00,"Protesters demonstrate against world leaders, Israel-Hamas war as APEC comes to San Francisco",United States,https://www.thestar.com/news/world/united-states/protesters-demonstrate-against-world-leaders-israel-hamas-war-as-apec-comes-to-san-francisco/article_502c4a3d-bffd-5e52-a5b7-cb1eab76f653.html,True
2023-11-12 18:43:02,Israel loses to Kosovo in Euro 2024 qualifying game,Soccer,https://www.thestar.com/sports/soccer/israel-loses-to-kosovo-in-euro-2024-qualifying-game/article_2dd1629d-0cc6-5872-b380-07332b5b2d37.html,True
2023-11-12 16:41:00,"Global Affairs Canada says 234 Canadians, PRs and family members left Gaza Sunday",Politics,https://www.thestar.com/politics/global-affairs-canada-says-234-canadians-prs-and-family-members-left-gaza-sunday/article_dbc16c8e-e0d6-5ffa-90a3-1293e66952d3.html,True
2023-11-12 15:13:34,"Ottawa man arrested after allegedly inciting hate, antisemitism",Politics,https://www.thestar.com/politics/ottawa-man-arrested-after-allegedly-inciting-hate-antisemitism/article_dc4bf6c6-f4d3-5b40-bf03-675e89dac00f.html,True
2023-11-12 14:34:43,Progressive Minnesota US Rep. Ilhan Omar draws prominent primary challenger,United States,https://www.thestar.com/news/world/united-states/progressive-minnesota-us-rep-ilhan-omar-draws-prominent-primary-challenger/article_486b1ea4-70cb-5ffe-926a-0670614e24aa.html,False
2023-11-12 13:54:19,"Montreal Jewish school hit by gunshots for second time in three days, police say",Canada,https://www.thestar.com/news/canada/montreal-jewish-school-hit-by-gunshots-for-second-time-in-three-days-police-say/article_ff4f3b4e-6f5c-5589-b4c2-054864d9a8db.html,True
2023-11-13 10:30:42,"Thousands of pro-Palestinian protesters marched through downtown Toronto, police say",Gta,https://www.thestar.com/news/gta/thousands-of-pro-palestinian-protesters-marched-through-downtown-toronto-police-say/article_4ffa46bf-a282-59de-9585-0e8fdd8d0cd0.html,True
2023-11-13 09:25:34,Thousands gather for pro-Israel rally at Christie Pits Park,Gta,https://www.thestar.com/news/gta/thousands-gather-for-pro-israel-rally-at-christie-pits-park/article_99ec24ba-4a84-5544-befe-aa5a98abef56.html,True
2023-11-12 10:40:40,"Joe Biden wants to complete his goals on civil rights, taxes, and social services if he's reelected",United States,https://www.thestar.com/news/world/united-states/joe-biden-wants-to-complete-his-goals-on-civil-rights-taxes-and-social-services-if/article_5f04bb96-22ff-54fd-b4c4-1aef3599b8b1.html,False
2023-11-12 10:18:34,King Charles III leads a national memorial service honoring those who died serving the UK,Europe,https://www.thestar.com/news/world/europe/king-charles-iii-leads-a-national-memorial-service-honoring-those-who-died-serving-the-uk/article_1d3af5f2-2420-5ecb-a794-30fdc568f9c9.html,False
2023-11-12 08:12:09,"Trump's plans if he returns to the White House include deportation raids, tariffs and mass firings",United States,https://www.thestar.com/news/world/united-states/trumps-plans-if-he-returns-to-the-white-house-include-deportation-raids-tariffs-and-mass/article_8d1d9cfd-f131-5d25-a369-07385223139c.html,False
2023-11-12 05:00:00,Free speech is for those we disagree with,Contributors,https://www.thestar.com/opinion/contributors/free-speech-is-for-those-we-disagree-with/article_234fc4bb-45d4-5a34-beae-e587dec367f1.html,False
2023-11-11 23:38:53,Authorities in Gaza say Rafah border crossing into Egypt to reopen as of Sunday,Politics,https://www.thestar.com/politics/authorities-in-gaza-say-rafah-border-crossing-into-egypt-to-reopen-as-of-sunday/article_662c756f-9111-5b06-a9b1-f885e6baac5d.html,True
2023-11-11 23:22:52,Netanyahu rejects growing calls for a cease-fire as Israel battles Hamas outside main Gaza hospital,Middle East,https://www.thestar.com/news/world/middle-east/netanyahu-rejects-growing-calls-for-a-cease-fire-as-israel-battles-hamas-outside-main-gaza/article_65c122c5-c691-54e4-bea2-56e4658c1d4d.html,True
2023-11-13 18:07:29,Latvia's president says West must arm Ukraine to keep Russia from future global adventures,World,https://www.thestar.com/news/world/latvias-president-says-west-must-arm-ukraine-to-keep-russia-from-future-global-adventures/article_eae4fd0c-abbb-56af-a255-8eb52b2c07e7.html,False
2023-11-11 19:23:07,Israel prepares for Euro 2024 qualifying game at Kosovo amid tight security measures,Soccer,https://www.thestar.com/sports/soccer/israel-prepares-for-euro-2024-qualifying-game-at-kosovo-amid-tight-security-measures/article_e0a478fb-1c6e-503e-b098-154dc82e52a5.html,True
2023-11-11 18:14:34,House Republicans look to pass two-step package to avoid partial government shutdown,United States,https://www.thestar.com/news/world/united-states/house-republicans-look-to-pass-two-step-package-to-avoid-partial-government-shutdown/article_acbe7ca2-8c42-54df-b5d3-85d9b7dabafc.html,False
2023-11-11 17:23:47,London pro-Palestinian march passes off peacefully but police clash with far-right protesters,Europe,https://www.thestar.com/news/world/europe/london-pro-palestinian-march-passes-off-peacefully-but-police-clash-with-far-right-protesters/article_eff2bf78-9ae3-5128-8380-3d56df608ba0.html,True
2023-11-11 16:49:56,Thousands gather for Remembrance Day ceremonies across the country,Canada,https://www.thestar.com/news/canada/thousands-gather-for-remembrance-day-ceremonies-across-the-country/article_8f60b79c-b01a-58d7-b93b-d18308c0035e.html,False
2023-11-14 07:13:19,Hospitals have special protection under the rules of war. Why are they in the crosshairs in Gaza?,Middle East,https://www.thestar.com/news/world/middle-east/hospitals-have-special-protection-under-the-rules-of-war-why-are-they-in-the-crosshairs/article_805beafb-12ee-5890-8260-6af8118750ef.html,True
2023-11-11 15:15:00,‘Hold strong to the power of peace’: Olivia Chow marks Remembrance Day at Old City Hall,Gta,https://www.thestar.com/news/gta/hold-strong-to-the-power-of-peace-olivia-chow-marks-remembrance-day-at-old-city/article_aa9fc4e5-4254-5656-ad5f-b4c7ea2cde7c.html,False
2023-11-11 11:47:05,Tensions running high at East Coast campuses over protests around Israel-Hamas war,United States,https://www.thestar.com/news/world/united-states/tensions-running-high-at-east-coast-campuses-over-protests-around-israel-hamas-war/article_6b3486c2-56dd-53d7-aaed-e5e2a4b93ee9.html,True
2023-11-11 11:13:18,Hezbollah says it is introducing new weapons in ongoing battles with Israeli troops,Middle East,https://www.thestar.com/news/world/middle-east/hezbollah-says-it-is-introducing-new-weapons-in-ongoing-battles-with-israeli-troops/article_251dfc10-a774-59ae-be1a-38a59bf0a4dd.html,True
2023-11-11 09:48:32,Suspect released in fatal stabbing of Detroit synagogue leader,United States,https://www.thestar.com/news/world/united-states/suspect-released-in-fatal-stabbing-of-detroit-synagogue-leader/article_36092630-0ed3-5ed3-9213-5d24ede5c7b1.html,False
2023-11-11 08:00:00,The Israel-Hamas war has divided Canadians. Why can’t our politicians unite us?,Opinion,https://www.thestar.com/politics/political-opinion/the-israel-hamas-war-has-divided-canadians-why-can-t-our-politicians-unite-us/article_21f3ee73-393e-5b53-9157-8edfa9b60431.html,True
2023-11-11 08:00:00,The war of words and Instagram posts: Who’s winning the battle for the narrative of the Israel-Hamas conflict?,World,https://www.thestar.com/news/world/the-war-of-words-and-instagram-posts-who-s-winning-the-battle-for-the-narrative/article_8defdcaf-44a1-5502-b6ef-580f3e0b141e.html,True
2023-11-11 07:40:00,Somber bugles and bells mark Armistice Day around the globe as wars drown out peace messages,Europe,https://www.thestar.com/news/world/europe/somber-bugles-and-bells-mark-armistice-day-around-the-globe-as-wars-drown-out-peace/article_fb5659c8-1972-59b9-a65f-f0274aab7fd1.html,False
2023-11-11 07:00:00,"On a day of remembrance, we are confronted by terrible scenes of modern-day wars",Opinion,https://www.thestar.com/opinion/editorials/on-a-day-of-remembrance-we-are-confronted-by-terrible-scenes-of-modern-day-wars/article_13a6effe-5fa2-510a-8745-4e0bb81fc912.html,False
2023-11-11 07:00:00,"‘The horror is coming back now’: Holocaust survivors feeling shock, trauma of Hamas attacks",Canada,https://www.thestar.com/news/canada/the-horror-is-coming-back-now-holocaust-survivors-feeling-shock-trauma-of-hamas-attacks/article_7c51ddca-cd60-5160-8246-1347575b4ed4.html,True
2023-11-11 06:00:00,Canada can help bring Hamas to justice,Contributors,https://www.thestar.com/opinion/contributors/canada-can-help-bring-hamas-to-justice/article_09c447f7-e8a1-5b06-9b40-aa0695549c3d.html,True
2023-11-10 23:02:30,'From the river to the sea': Why these 6 words spark fury and passion over the Israel-Hamas war,Middle East,https://www.thestar.com/news/world/middle-east/from-the-river-to-the-sea-why-these-6-words-spark-fury-and-passion-over/article_5e9a318f-57c9-5546-9136-9b5a72eb5f89.html,True
2023-11-10 22:56:43,"Montreal Jewish, Muslim communities describe anxiety amid rising tensions tied to war",Quebec,https://www.thestar.com/news/canada/quebec/montreal-jewish-muslim-communities-describe-anxiety-amid-rising-tensions-tied-to-war/article_307363ac-c319-516a-bac0-82a9b0e4f37b.html,True
2023-11-15 15:21:40,No Canadians approved to leave Gaza on Friday were able to exit: Global Affairs,Politics,https://www.thestar.com/politics/no-canadians-approved-to-leave-gaza-on-friday-were-able-to-exit-global-affairs/article_ad7f0d04-8c77-590e-bd11-7c5d1a0da523.html,True
2023-11-10 20:58:09,"Live updates | Fighting near hospitals in north Gaza, as Palestinians flee to overcrowded shelters",Middle East,https://www.thestar.com/news/world/middle-east/live-updates-fighting-near-hospitals-in-north-gaza-as-palestinians-flee-to-overcrowded-shelters/article_167ba575-ca67-5fce-ad86-681156cdc20c.html,True
2023-11-10 20:40:35,Thousands who were sheltering at Gaza City’s hospitals flee as Israel-Hamas war closes in,Middle East,https://www.thestar.com/news/world/middle-east/thousands-who-were-sheltering-at-gaza-city-s-hospitals-flee-as-israel-hamas-war-closes/article_4f6b5013-49a4-59cf-9e8c-02662d17c971.html,True
2023-11-10 17:06:00,"Foreign affairs minister walks back Israel-Hamas comments, as Justin Trudeau calls for ‘humanitarian pause’",Federal Politics,https://www.thestar.com/politics/federal/foreign-affairs-minister-walks-back-israel-hamas-comments-as-justin-trudeau-calls-for-humanitarian-pause/article_225a6d4e-8a24-51d1-a778-9cb59ebbe1b8.html,True
2023-11-11 12:56:02,"Toronto Indigo vandalized with red paint and posters, citing founder’s support for IDF",Gta,https://www.thestar.com/news/gta/toronto-indigo-vandalized-with-red-paint-and-posters-citing-founder-s-support-for-idf/article_c969cf48-544b-5eb5-90af-5179c0e58053.html,False
2023-11-10 16:01:24,Université de Montréal suspends lecturer filmed at Israel-Hamas protest,Politics,https://www.thestar.com/politics/universit-de-montr-al-suspends-lecturer-filmed-at-israel-hamas-protest/article_a4f66bfa-5517-5263-a794-82a97363d77e.html,True
2023-11-10 15:54:00,Mayor Olivia Chow calls for ceasefire and release of hostages in Israel-Hamas war,Gta,https://www.thestar.com/news/gta/mayor-olivia-chow-calls-for-ceasefire-and-release-of-hostages-in-israel-hamas-war/article_a395aacc-657d-50fe-a678-551cc3a20041.html,True
2023-11-10 15:10:47,"Fights in bread lines, despair in shelters: War threatens to unravel Gaza's close-knit society",Middle East,https://www.thestar.com/news/world/middle-east/fights-in-bread-lines-despair-in-shelters-war-threatens-to-unravel-gazas-close-knit-society/article_5ad589e6-99f9-5b56-87f0-7e80cf85a27f.html,True
2023-11-10 14:00:42,Israeli national team arrives in Kosovo for soccer game under tight security measures,Soccer,https://www.thestar.com/sports/soccer/israeli-national-team-arrives-in-kosovo-for-soccer-game-under-tight-security-measures/article_4a2cbbde-86ef-5310-9349-bb1a84a78250.html,True
2023-11-10 13:45:28,Wisconsin snubs bourbon by elevating brandy old fashioned to state cocktail status,United States,https://www.thestar.com/news/world/united-states/wisconsin-snubs-bourbon-by-elevating-brandy-old-fashioned-to-state-cocktail-status/article_817f616f-3a47-50e8-9e57-1a949468789f.html,False
2023-11-10 13:31:42,New Speaker Mike Johnson grasps for a funding plan with a government shutdown rapidly approaching,United States,https://www.thestar.com/news/world/united-states/new-speaker-mike-johnson-grasps-for-a-funding-plan-with-a-government-shutdown-rapidly-approaching/article_8b62fa1d-8ba1-55d3-93dd-54bd933b2cb9.html,False
2023-11-10 13:24:22,"Jill Stein launches a long-shot Green Party presidential campaign, bringing back memories of 2016",United States,https://www.thestar.com/news/world/united-states/jill-stein-launches-a-long-shot-green-party-presidential-campaign-bringing-back-memories-of-2016/article_aae307ec-566d-5529-b53a-5df1b2cef01e.html,False
2023-11-10 13:26:11,Posting about the Israel-Hamas war? What to know about your employment rights,Business,https://www.thestar.com/business/posting-about-the-israel-hamas-war-what-to-know-about-your-employment-rights/article_6d9e6a75-4582-5998-823c-b1f1abb2a239.html,True
2023-11-10 13:21:06,UFC 295 misses star power after Jon Jones injury calls off heavyweight clash with Stipe Miocic,Boxing/mma,https://www.thestar.com/sports/boxing-mma/ufc-295-misses-star-power-after-jon-jones-injury-calls-off-heavyweight-clash-with-stipe/article_668db263-360a-5d56-961b-0487e1797d34.html,False
2023-11-12 00:02:13,UFC 295 picks and odds: Jiri Prochazka and Alex Pereira best bet,Sports Betting,https://www.thestar.com/sports/sports-betting/ufc-295-picks-and-odds-jiri-prochazka-and-alex-pereira-best-bet/article_d1121c9e-af98-50ad-84eb-94ca691b6110.html,False
2023-11-10 13:03:36,"Mitch McConnell, standing apart in a changing GOP, digs in on his decades-long push against Russia",United States,https://www.thestar.com/news/world/united-states/mitch-mcconnell-standing-apart-in-a-changing-gop-digs-in-on-his-decades-long-push/article_1be557c1-cb48-5477-9818-db1d07134088.html,False
2023-11-10 12:55:41,France's Macron says melting glaciers are 'an unprecedented challenge for humanity',Europe,https://www.thestar.com/news/world/europe/frances-macron-says-melting-glaciers-are-an-unprecedented-challenge-for-humanity/article_0f100a41-160d-534d-99f4-e92f13910f76.html,False
2023-11-10 12:39:18,US and India reaffirm security ties as their top diplomats and defense officials hold talks,Asia,https://www.thestar.com/news/world/asia/us-and-india-reaffirm-security-ties-as-their-top-diplomats-and-defense-officials-hold-talks/article_35aa319d-8b03-5866-a871-1ce5ed4447e9.html,False
2023-11-10 09:28:10,NOT REAL NEWS: A look at what didn't happen this week,News,https://www.thestar.com/news/not-real-news-a-look-at-what-didnt-happen-this-week/article_0802f373-c745-5980-8dce-b41592a5b4c6.html,False
2023-11-10 09:00:00,"Amid Israel’s onslaught in Gaza, the Jewish voices offering nuance — and dissent — are more important than ever",Star Columnists,https://www.thestar.com/opinion/star-columnists/amid-israel-s-onslaught-in-gaza-the-jewish-voices-offering-nuance-and-dissent-are-more/article_01ab6da1-e96d-584d-ad3d-c4084a9e5d84.html,True
2023-11-10 09:00:00,Media watchdog says it was just ‘raising questions’ with insinuations about photographers and Hamas,World,https://www.thestar.com/news/world/media-watchdog-says-it-was-just-raising-questions-with-insinuations-about-photographers-and-hamas/article_8baa739c-c6e7-5b9d-9fb2-3fdd16e575fc.html,True
2023-11-10 08:47:43,Blinken says 'far too many' Palestinians have died as Israel wages relentless war on Hamas,Asia,https://www.thestar.com/news/world/asia/blinken-says-far-too-many-palestinians-have-died-as-israel-wages-relentless-war-on-hamas/article_fb5bd652-1409-59ee-96f4-6374a94672db.html,True
2023-11-10 07:49:00,Canada’s stance on the Israel-Hamas war + a murder charge in the case of a missing woman,Morning News Digest,https://www.thestar.com/news/morning-digest/canada-s-stance-on-the-israel-hamas-war-a-murder-charge-in-the-case-of/article_91f56588-a179-5a60-8cce-578d1669bd3f.html,True
2023-11-10 07:00:00,"Rallying cry or hate speech? What ‘From the river to the sea, Palestine will be free’ means",FREE DIGITAL ACCESS,https://www.thestar.com/news/canada/rallying-cry-or-hate-speech-what-from-the-river-to-the-sea-palestine-will-be/article_e96be27c-fac7-577e-8efb-38b9c5b3b197.html,True
2023-11-10 06:00:00,"Justice for animal activist Regan Russell, Trump presidency fear and singing for peace: Letters",Readers’ Letters,https://www.thestar.com/opinion/letters-to-the-editor/justice-for-animal-activist-regan-russell-trump-presidency-fear-and-singing-for-peace-letters/article_dd8b7370-945d-5f0d-939b-f501ddf51bdc.html,False
2023-11-10 05:30:00,Hamas cherishes martyrs but let’s not help create them,Star Columnists,https://www.thestar.com/opinion/star-columnists/hamas-cherishes-martyrs-but-let-s-not-help-create-them/article_6c0ba190-801f-54ce-b820-1f2a232b3d93.html,True
2023-11-10 05:00:00,There is no point in ranking genocides and acts of political violence,Contributors,https://www.thestar.com/opinion/contributors/there-is-no-point-in-ranking-genocides-and-acts-of-political-violence/article_cf2bd72a-7fea-5713-aebe-f9af9dcd9e85.html,False
2023-11-10 04:37:04,Jewish refugees from Israel find comfort and companionship in a countryside camp in Hungary,Europe,https://www.thestar.com/news/world/europe/jewish-refugees-from-israel-find-comfort-and-companionship-in-a-countryside-camp-in-hungary/article_467df296-534a-59ae-8808-35fdf3af701d.html,True
2023-11-10 04:00:00,Damage to Gaza War Cemetery shows challenge of caring for monuments in conflict zones,Canada,https://www.thestar.com/news/canada/damage-to-gaza-war-cemetery-shows-challenge-of-caring-for-monuments-in-conflict-zones/article_ff2c8970-ef0f-5c6e-b4fe-7d4d94c9f6f6.html,True
2023-11-10 00:29:42,Germans commemorate 'Night of Broken Glass' terror as antisemitism is on the rise again,Europe,https://www.thestar.com/news/world/europe/germans-commemorate-night-of-broken-glass-terror-as-antisemitism-is-on-the-rise-again/article_f1f93091-b9be-5495-b1f1-02f61efd57c0.html,True
2023-11-10 00:20:44,"Holocaust survivor recalls 'Night of Broken Glass' horrors in interactive, virtual reality project",Europe,https://www.thestar.com/news/world/europe/holocaust-survivor-recalls-night-of-broken-glass-horrors-in-interactive-virtual-reality-project/article_defefe8a-96d6-5437-a0d4-a8bd0c73b555.html,False
2023-11-10 00:22:13,French far-right leader Marine Le Pen raises a storm over her plan to march against antisemitism,Europe,https://www.thestar.com/news/world/europe/french-far-right-leader-marine-le-pen-raises-a-storm-over-her-plan-to-march/article_7cabec37-3a29-5e87-89cf-91deb3f533a5.html,True
2023-11-10 00:05:14,Palestinian soccer team prepares for World Cup qualifying games against a backdrop of war,Soccer,https://www.thestar.com/sports/soccer/palestinian-soccer-team-prepares-for-world-cup-qualifying-games-against-a-backdrop-of-war/article_0160bc73-108b-5c5e-8fab-f0a8aba31871.html,True
2023-11-09 23:15:08,"Live updates | Israel will allow a daily pause in Gaza combat, as US seeks a multiday break",Middle East,https://www.thestar.com/news/world/middle-east/live-updates-israel-will-allow-a-daily-pause-in-gaza-combat-as-us-seeks-a/article_d3c203e0-4f45-53a4-b2bb-7c933ee7cb73.html,True
2023-11-09 22:45:14,Protesters stage sit-in at New York Times headquarters to call for cease-fire in Gaza,United States,https://www.thestar.com/news/world/united-states/protesters-stage-sit-in-at-new-york-times-headquarters-to-call-for-cease-fire-in/article_564b8497-ae3a-5352-9f28-9b5e8be9ebaa.html,True
2023-11-09 22:29:01,"Nearly half of Democrats disapprove of Biden's response to the Israel-Hamas war, AP-NORC poll shows",United States,https://www.thestar.com/news/world/united-states/nearly-half-of-democrats-disapprove-of-bidens-response-to-the-israel-hamas-war-ap-norc/article_e3491d12-9c63-5c04-acd4-d708948346de.html,True
2023-11-09 21:38:34,"Mackenzie Holmes, Teri Moren hit milestones as No. 9 Indiana routs Eastern Illinois 96-43",Basketball,https://www.thestar.com/sports/basketball/mackenzie-holmes-teri-moren-hit-milestones-as-no-9-indiana-routs-eastern-illinois-96-43/article_92ab37ae-5f88-51c5-805a-c76fdcc7a595.html,False
